id,name,owner,watchers,created_at,updated_at,size,stars,open_issues_count,language,forks,description,topics,topic
551056204,millow+dappuniversity,dappuniversity,195,2022-10-13T19:13:31Z,2024-11-11T18:14:18Z,5990,195,16,JavaScript,209,Real Estate NFT DApp,[],Real Estate
89061604,real-estate-app-ui+iZaL,iZaL,194,2017-04-22T10:21:20Z,2024-11-08T08:22:38Z,26137,194,9,JavaScript,143,Real Estate Property Listing App Built With React Native,"['ios', 'jest', 'react', 'react-native', 'redux', 'redux-orm', 'redux-saga']",Real Estate
678685673,RealEstateCRM+prolinkinfo,prolinkinfo,166,2023-08-15T05:57:31Z,2024-11-18T18:48:05Z,62630,166,4,JavaScript,79,RealEstate CRM: Empowering Real Estate Agents with Modern CRM Tools,"['clientmanagement', 'crm', 'crm-platform', 'crm-system', 'freecrm', 'mern-project', 'mern-stack', 'open-source', 'opensource', 'property-management', 'react', 'reactjs', 'real-estate', 'real-estate-crm', 'realestate', 'realestate-sample-website', 'realestateagency', 'realestateagent', 'realestatecloud', 'realestates']",Real Estate
108040093,activitusbar+Gruntfuggly,Gruntfuggly,116,2017-10-23T21:11:45Z,2024-10-28T20:47:29Z,83,116,22,JavaScript,15,A VSCode extension to save some real estate by recreating the activity bar buttons on the status bar,[],Real Estate
497571407,Real-estate-website+sunil9813,sunil9813,115,2022-05-29T11:31:33Z,2024-11-13T21:04:38Z,5266,115,1,JavaScript,113,,[],Real Estate
329294348,job-portal+b30wulffz,b30wulffz,203,2021-01-13T12:01:29Z,2024-11-16T05:23:36Z,805,203,8,JavaScript,111,A full-fledged job application portal based on MERN stack,"['express', 'job-portal', 'mern-stack', 'mongoose', 'reactjs']",Job Portal
609768088,Job-Portal+Abdullah-moiz,Abdullah-moiz,134,2023-03-05T07:05:34Z,2024-11-20T06:49:14Z,1911,134,3,JavaScript,57,"Job Board building Using Next js   , MongoDB , Tailwind css , Redux toolkit","['job-board', 'job-board-open-source', 'job-portal', 'job-portal-nextjs', 'js', 'next', 'next-js-app', 'next-project', 'nextjs', 'nextjs-open-source', 'nextjs-opensource', 'nextjs13', 'open-source', 'open-source-nextjs', 'react', 'react-job-portal']",Job Portal
183342264,job-portal-mern-stack+thevarunjain,thevarunjain,80,2019-04-25T02:35:53Z,2024-11-15T18:51:35Z,3671,80,3,JavaScript,37,"Using Restful web services, React JS, NodeJS MySQL, Kafka, NoSQL database MongoDB we have successfully created a prototype of LinkedIn.","['amazon-s3', 'ec2', 'graphdb', 'kafka', 'mysql', 'nodejs', 'nosql', 'reactjs', 'redis', 'redux', 'rest-api', 'socket-io']",Job Portal
796917867,nextjs-job-portal-2024+sangammukherjee,sangammukherjee,76,2024-05-06T21:33:20Z,2024-11-12T16:44:23Z,92,76,0,JavaScript,24,,[],Job Portal
598300440,job-portal-mern-stack+emmannweb,emmannweb,64,2023-02-06T20:26:47Z,2024-11-09T12:02:42Z,7744,64,0,JavaScript,46,"This is a Full stack job App made with MERN Stack, MUI, Datagrid, cookie, etc.  It is a Youtube series to teach step by step how to make a full stack App","['cookie', 'datagrid', 'formik-yup', 'mongodb', 'mongoose', 'muiv5', 'nodejs', 'reactjs', 'redux-toolkit']",Job Portal
684873461,JobLane+sujaltangde,sujaltangde,57,2023-08-30T03:01:24Z,2024-11-20T06:50:42Z,5546,57,130,JavaScript,57,JobLane - Full Stack Job application portal built using MERN Stack,"['express', 'gssoc24', 'javascript', 'mongodb', 'nodejs', 'reactjs', 'taiwindcss']",Job Portal
246504975,mern-classroom+shamahoque,shamahoque,285,2020-03-11T07:37:08Z,2024-11-17T09:09:04Z,1607,285,2,JavaScript,52,A MERN stack based online classroom application [Full-Stack React Projects],[],Classroom
39417599,popcode+popcodeorg,popcodeorg,189,2015-07-21T01:40:09Z,2024-07-01T05:57:18Z,16193,189,162,JavaScript,140,An HTML/CSS/JavaScript editor for use in the classroom,"['classroom', 'editor', 'education', 'web-development']",Classroom
429123852,classroom+freeCodeCamp,freeCodeCamp,144,2021-11-17T16:38:47Z,2024-10-30T15:36:50Z,1371,144,39,JavaScript,120,,[],Classroom
47279803,classroom-coding+DrBoolean,DrBoolean,130,2015-12-02T18:24:46Z,2023-02-07T12:49:51Z,10,130,4,JavaScript,22,Video series code,[],Classroom
61148267,classroom-assistant+github-education-resources,github-education-resources,116,2016-06-14T18:58:51Z,2024-07-01T01:55:35Z,4313,116,59,JavaScript,39,Clone student repositories in bulk,[],Classroom
239722469,WebRTC-Classroom+RobbieXie,RobbieXie,108,2020-02-11T09:23:43Z,2024-10-29T17:42:08Z,1594,108,1,JavaScript,19,"基于WebRTC实现的直播教室， 新增NODE端RTMP推流  This is a webrtc demo for teachers and students, teaching by live camera & screen streams & IM communications on the internet.","['coturn', 'nodejs', 'rtmp', 'socketio', 'webrtc']",Classroom
822422385,PNUSW-2024-team-08+The-5th-PNU-Convergence-SW-Hackathon,The-5th-PNU-Convergence-SW-Hackathon,99,2024-07-01T06:04:21Z,2024-11-03T17:17:41Z,232533,99,0,JavaScript,3,PNUSW-2024-team-08 created by GitHub Classroom,[],Classroom
240202580,rain-classroom-helper+RainEggplant,RainEggplant,91,2020-02-13T07:34:47Z,2024-09-09T16:05:59Z,124,91,10,JavaScript,6,Make rain classroom easier to use on PCs & tablets.,"['rain-classroom', 'tsinghua', 'tsinghua-university', 'userscript']",Classroom
338984146,lms+frappe,frappe,1053,2021-02-15T06:14:17Z,2024-11-20T06:10:31Z,53137,1053,116,JavaScript,478,"Easy to Use, 100% Open Source Learning Management System","['courses-management-system', 'education', 'frappe', 'javascript', 'learning', 'learning-management-system', 'lms', 'online-course-platform', 'online-learning', 'open-source', 'python']",Learning Management System
41541927,DevelopmentStack+unruledboy,unruledboy,249,2015-08-28T10:37:23Z,2024-10-31T09:24:30Z,3385,249,0,JavaScript,66,"System development basics, analysis, project/planning, documentation, wireframe/mockup, design/modeling, implementation, quality, management, build, testing, deployment, maintenance, troubleshooting, learning",[],Learning Management System
191777895,eugrade+ttttonyhe,ttttonyhe,117,2019-06-13T14:24:22Z,2024-11-17T11:42:41Z,2705,117,8,JavaScript,16,All-in-one :school: Learning Management System,"['antd-design', 'axios-vue', 'composer-project', 'instant-messaging', 'jquery-ajax', 'json-database', 'lazer', 'php7', 'qiniu-sdk', 'saas', 'team-communication', 'twist', 'vuejs', 'websocket', 'workerman']",Learning Management System
258794916,Flight-Management-System+sanchit2107,sanchit2107,96,2020-04-25T14:25:02Z,2024-11-01T13:39:41Z,19113,96,27,JavaScript,71,This consists of the Flight Management System using Spring Boot and Angular 9. A complete example of learning Full-stack Development along with implementation,"['angular-material', 'angular9', 'bootstrap4', 'css', 'database-management', 'flight-management', 'html5', 'java', 'javascript', 'jpa-hibernate', 'oracle', 'rest-api', 'spring-boot', 'typescript']",Learning Management System
586902862,Edu-Hub+shehabkotb,shehabkotb,63,2023-01-09T13:59:34Z,2024-11-08T11:44:33Z,15214,63,1,JavaScript,33,"Learning Management System (LMS) built with React, Node.js and mongoDB","['ant-design', 'fullstack-javascript', 'javascript', 'lms', 'mongodb', 'moongose', 'nodejs', 'react', 'redux', 'webapp']",Learning Management System
312064079,Intelligence-traffic-monitoring-system+sunilkumarmaurya786693,sunilkumarmaurya786693,55,2020-11-11T19:04:30Z,2024-11-20T06:44:43Z,10807,55,0,JavaScript,10,"# Intelligence traffic monitoring system  ### About Due to a huge number of vehicles ,very busy road and parking which may not be possible manually as a human being, tends to get fatigued due to monotonous nature of the job and they cannot keep track of the vehicles when there are multiple vehicles are passing in a very short time. So modern cities need to establish effective automatic systems for traffic management and scheduling. The objective of this project is to design and develop an accurate and automatic number plate recognition system, Automatic traffic light control using google Api live traffic density data, smart fine system and also We can track the lost vehicle using vehicle number plate detection and find its location by google Map API. Intelligent Traffic Monitoring System (ITMS) is an image processing and machine learning technology to identify vehicles by their license plates and we uses the microService of google API for live traffic density.  ### Features 1. License plate number recognition. 2. Matching the plate number with Database. 3. Intelligence traffic light control using live traffic density data. 4. Show traffic density of particular area for some duration of month in form of graph. 5. Online Vehicle license registration. 6. Smart fine system.  ###Applications 1. Automated track the location of stolen vehicle 2. Anti-Theft/ Vehicle detection. 3. Traffic light automation ,no requirement of Traffic police. 4. Smart fine /E Challan Systems. 5. Car Parking / Automatic Toll Deduction. 6. Law Enforcement 7. VIP/Ambulance path Clearance 8. Help the government to take  ● Increase the efficiency of existing transport infrastructure ● Develop a license plate recognition system, ● Build a smart fine system and in future enhancement automated fine systems for vehicles. ● Live Traffic detection system and automated traffic light control system. ● Predict the traffic density using machine learning for specific areas by its previous data. ● Automated lost vehicle detection system and information to administration. ● Handle traffic congestion using automated light control system.  ### Installation * Clone the project. * Run `yarn install` to install the dependencies. * Run `yarn start` to view the project in action.  ### OpenCV Demo to Count Vehicles * In ""countingCars"" directory, run 'python count.py' .  ### License plate detection go to vehicle_number_by_its_pate folder and type python3 licenseplateDetection.py 1.jpg  #secreenshot <img src=""./screenshot/IMG_20200901_103735.jpg""> <img src=""./screenshot/IMG_20200901_103751.jpg""> <img src=""./screenshot/IMG_20200901_103811.jpg""> <img src=""./screenshot/IMG_20200901_103826.jpg""> <img src=""./screenshot/IMG_20200901_103844.jpg""> <img src=""./screenshot/IMG_20200901_103906.jpg""> <img src=""./screenshot/IMG_20200901_103943.jpg""> <img src=""./screenshot/IMG_20200901_104003.jpg""> <img src=""./screenshot/IMG_20200901_104044.jpg""> <img src=""./screenshot/IMG_20200902_032314.jpg"">",[],Learning Management System
296179479,ExamOnline+wulivictor,wulivictor,642,2020-09-17T00:40:59Z,2024-11-17T12:13:42Z,5936,642,1,JavaScript,152,答题小程序，考试小程序,[],Online Exam
2734092,online_test+FOSSEE,FOSSEE,301,2011-11-08T14:02:17Z,2024-11-09T05:42:25Z,24246,301,79,JavaScript,228,Online quiz/exam taking application. ,[],Online Exam
421274577,OnlineExaminer+Hamza-Rashed,Hamza-Rashed,86,2021-10-26T04:08:07Z,2024-11-12T17:23:26Z,65,86,0,JavaScript,0,,[],Online Exam
211937658,Online-Examination-System+kiranonline,kiranonline,79,2019-09-30T19:20:43Z,2024-10-08T08:07:08Z,8434,79,8,JavaScript,36,"Technologies : React js, Node js, Express js, Mongo Db, Ant Design, Redux js Key features:     1. User management     2. Modular code     3. Permission management     4. Persistent answers on page refresh in the test portal     5. Examination results using graphs     6. Results can directly be downloaded as excel sheet     7. Feedback system","['ant-design', 'expressjs', 'mongodb', 'mongoose', 'nodejs', 'reactjs', 'redux']",Online Exam
529773069,online-exam-portal+chintan-golakiya,chintan-golakiya,77,2022-08-28T05:40:39Z,2024-10-15T12:15:37Z,1060,77,0,JavaScript,109,A Online Exam portal website with backend in Nodejs and frontend in React js,"['exam-portal', 'expressjs', 'javascript', 'mongodb', 'nodejs', 'nodejs-projects', 'reactjs']",Online Exam
54574784,online-objective-examination-system+annuay,annuay,69,2016-03-23T16:16:08Z,2024-10-05T07:06:36Z,4933,69,7,JavaScript,34,"An objective online examination system built using Node.js, Express.js and MongoDB",[],Online Exam
3305384,LimeSurvey+LimeSurvey,LimeSurvey,2769,2012-01-30T14:14:53Z,2024-11-19T17:52:55Z,1347843,2769,91,JavaScript,1006,"🔥 LimeSurvey – A powerful, open-source survey platform. A free alternative to SurveyMonkey, Typeform, Qualtrics, and Google Forms, making it simple to create online surveys and forms with unmatched flexibility.","['html5', 'javascript', 'limesurvey', 'mssql', 'mysql', 'php', 'postgres', 'react', 'responsive-design', 'survey']",Survey
92328985,machine-learning-surveys+metrofun,metrofun,1365,2017-05-24T19:30:06Z,2024-11-09T13:35:40Z,83,1365,3,JavaScript,203,"A curated list of Machine Learning Surveys, Tutorials and Books.","['awesome', 'awesome-list', 'list', 'machine-learning']",Survey
49138639,formbuilder+Kinto,Kinto,625,2016-01-06T14:03:15Z,2024-10-10T18:59:41Z,2803,625,51,JavaScript,149,"Create your own forms and surveys, get your data back.",[],Survey
956322,h5Validate+ericelliott,ericelliott,576,2010-10-02T11:20:45Z,2024-03-05T11:52:41Z,292,576,27,JavaScript,125,"An HTML5 form validation plugin for jQuery. Works on all major browsers, both new and old. Implements inline, realtime validation best practices (based on surveys and usability studies). Developed for production use in e-commerce. Currently in production with millions of users.",[],Survey
37605159,understanding-npm+nodesource,nodesource,402,2015-06-17T15:57:00Z,2024-01-09T10:25:50Z,3499,402,1,JavaScript,34,A regularly updating survey of the npm community,[],Survey
227338768,tduck-front+TDuckCloud,TDuckCloud,391,2019-12-11T10:29:36Z,2024-11-17T07:45:42Z,17017,391,15,JavaScript,71,Tduck-填鸭收集器（tduck-survey-form）开源问卷调查系统、表单系统。,"['questionnaire-survey', 'survey-app', 'survey-form', 'survey-system', 'surveys']",Survey
66251539,StateOfJS-legacy+Devographics,Devographics,373,2016-08-22T07:57:27Z,2024-06-21T11:17:53Z,129628,373,163,JavaScript,52,Monorepo for older State of JS surveys,"['dataviz', 'javascript', 'survey']",Survey
186354033,forms+nextcloud,nextcloud,325,2019-05-13T05:53:28Z,2024-11-20T00:56:29Z,20733,325,104,JavaScript,98,📝 Simple form & survey app for Nextcloud,"['form', 'form-builder', 'forms', 'forms-builder', 'nextcloud', 'nextcloud-app', 'survey', 'survey-app', 'vue', 'vuejs']",Survey
135633158,pollyjs+Netflix,Netflix,10217,2018-05-31T20:39:44Z,2024-11-19T08:17:36Z,4851,10217,53,JavaScript,353,"Record, Replay, and Stub HTTP Interactions.","['browser', 'javascript', 'netflix', 'nodejs', 'record', 'replay', 'testing']",Poll
9265076,democracyos+DemocracyOS,DemocracyOS,1770,2013-04-06T19:06:05Z,2024-10-21T20:17:42Z,12244,1770,111,JavaScript,616,Democracia en Red is focusing on specific implementations of DemocracyOS. We are working now working with governments and activists all over Latin America. If you are interested in our online participation tools you can check them out on our site.,"['decision-making', 'deliberation', 'democracy', 'democracyos', 'javascript', 'political-proposals', 'poll', 'voting']",Poll
133569556,prototype-pollution-nsec18+HoLyVieR,HoLyVieR,515,2018-05-15T20:27:15Z,2024-11-08T03:00:19Z,3973,515,1,JavaScript,77,Content released at NorthSec 2018 for my talk on prototype pollution,[],Poll
52161880,polls+nextcloud,nextcloud,256,2016-02-20T16:06:23Z,2024-11-20T02:33:50Z,45147,256,85,JavaScript,73,🗳️ Polls app for Nextcloud,"['doodle', 'nextcloud', 'poll', 'vote']",Poll
87635447,node-vk-bot-api+node-vk-bot-api,node-vk-bot-api,243,2017-04-08T13:23:04Z,2024-10-18T03:24:08Z,286,243,25,JavaScript,68,"🤖 VK bot framework for Node.js, based on Bots Long Poll API and Callback API.","['api', 'bot', 'bot-framework', 'bots', 'vk', 'vk-api', 'vk-bot', 'vk-sdk', 'vkontakte', 'vkontakte-sdk']",Poll
24293986,pollinate+howardroark,howardroark,225,2014-09-21T15:02:11Z,2024-07-06T02:41:48Z,1763,225,9,JavaScript,16,Template your base files and generate new projects from Git(Hub).,"['boilerplate', 'cli', 'generator', 'git', 'github', 'nunjucks', 'parsing', 'project', 'scaffolding', 'schema', 'skeleton', 'templates', 'yeoman']",Poll
109235469,gh-polls-bot+evenchange4,evenchange4,213,2017-11-02T08:07:52Z,2024-07-22T21:12:59Z,9410,213,13,JavaScript,10,Automatically create polls in GitHub issues.,"['bot', 'gh-polls', 'github-app', 'polls', 'probot', 'probot-app', 'probot-plugin', 'votes', 'voting']",Poll
42646194,polly-js+mauricedb,mauricedb,201,2015-09-17T09:02:42Z,2024-11-13T22:21:40Z,1050,201,1,JavaScript,15,Transient exception handling for JavaScript,[],Poll
13768071,croodle+jelhan,jelhan,187,2013-10-22T09:09:12Z,2024-11-18T20:41:31Z,24749,187,55,JavaScript,24,Croodle is a web application to schedule a date or to do a poll on a general topics.,['hacktoberfest'],Poll
14996633,angular-poller+emmaguo,emmaguo,186,2013-12-06T23:59:41Z,2024-01-03T14:10:59Z,1630,186,11,JavaScript,37,Poller service for AngularJS applications,[],Poll
248696341,Front-end-learning-to-organize-notes+Chocolate1999,Chocolate1999,1090,2020-03-20T07:44:31Z,2024-11-18T17:55:57Z,12251,1090,552,JavaScript,152,☀小狮子前端の学习☁整理笔记❤   Front-end-learning-to-organize-notes 帮你整理好前端知识体系、更高效地吸收经验成果；另附小狮子前端进阶小册食用指北，敬请关注！,"['acm', 'css', 'front-end', 'html-css-javascript', 'javascript', 'network', 'vue', 'vue-router3']",E-learning
13442719,adapt_framework+adaptlearning,adaptlearning,580,2013-10-09T13:15:44Z,2024-11-18T06:03:39Z,54091,580,28,JavaScript,248,"A toolkit for creating responsive, accessible, multilanguage HTML5 e-learning courses.","['accessibility', 'adapt', 'elearning', 'html5', 'html5-elearning-courses', 'javascript', 'responsive', 'scorm', 'xapi']",E-learning
726475752,eCourse+Ilyas-Codes,Ilyas-Codes,452,2023-12-02T14:10:53Z,2024-11-13T16:07:41Z,156,452,11,JavaScript,36,A self-hosted SPA to simplify course creation and management,"['course', 'css', 'customizable', 'e-learning', 'education', 'html', 'javascript', 'online-course', 'pocketbase', 'self-hosted', 'svelte', 'svelte-template', 'tailwind-template', 'tailwindcss', 'template']",E-learning
190333922,frontEndLearning+chuyueZhang,chuyueZhang,362,2019-06-05T05:52:45Z,2024-10-16T18:15:53Z,45054,362,134,JavaScript,144,some notes and practices about front-end learning,[],E-learning
1659192,Numbas+numbas,numbas,207,2011-04-25T08:08:44Z,2024-11-15T12:18:40Z,40137,207,106,JavaScript,122,"A completely browser-based e-assessment/e-learning system, with an emphasis on mathematics","['algebra', 'assessment', 'computer-algebra', 'e-assessment', 'education', 'javascript', 'mathematics', 'newcastle-university', 'numbas', 'quiz', 'scorm', 'up-for-grabs']",E-learning
3203386,SCOBot+cybercussion,cybercussion,159,2012-01-17T21:31:02Z,2024-10-23T06:56:24Z,2406,159,1,JavaScript,34,"SCORM API for Content. JavaScript library, QUnit tests and examples.","['api', 'communication', 'completed', 'content', 'docs', 'e-learning', 'javascript', 'json', 'package', 'qunit', 'schema', 'schemas', 'scorm', 'scorm-support', 'scorm12', 'scorm2004', 'student-attempt', 'support', 'tools', 'xml']",E-learning
206428062,E-Learning-MERN+savajapurva,savajapurva,156,2019-09-04T22:45:17Z,2024-11-16T18:07:30Z,24088,156,10,JavaScript,48,"It is a E-Learning website which provides functionality of registering in any course and watch its related videos and many other features such as Admin Panel, Instructors related functions etc. ",[],E-learning
3161786,vish+CyberAula,CyberAula,136,2012-01-12T11:51:44Z,2024-11-06T10:48:13Z,340673,136,10,JavaScript,64,"ViSH, an open source e-Learning platform",[],E-learning
207930889,typeofnan-javascript-quizzes+nas5w,nas5w,666,2019-09-12T00:29:02Z,2024-11-12T17:16:21Z,13506,666,56,JavaScript,142,JavaScript quiz questions and explanations!,"['hacktoberfest', 'hacktoberfest2019', 'javascript']",Quiz
64276431,react-multi-choice-quiz+mitchgavan,mitchgavan,402,2016-07-27T04:13:27Z,2024-11-17T09:19:02Z,1277,402,2,JavaScript,207,Multiple choice quiz built with React,"['beginner-friendly', 'javascript', 'react']",Quiz
132996347,react-quiz-component+wingkwong,wingkwong,379,2018-05-11T06:04:58Z,2024-11-11T16:33:04Z,3424,379,40,JavaScript,147,:orange_book: React Quiz Component,"['hacktoberfest', 'quiz', 'react', 'react-plugin', 'react-quiz', 'react-quiz-component']",Quiz
182525249,quiz-app+SafdarJamal,SafdarJamal,358,2019-04-21T11:36:37Z,2024-11-14T18:53:50Z,11514,358,6,JavaScript,189,🏆 QuizApp is a free and open-source quiz application that lets you play fully customized quizzes right in the browser.,"['javascript', 'jsx', 'mobile-web', 'offline-first', 'opentdb', 'opentdb-api', 'progressive-web-app', 'pwa', 'quiz-app', 'quizapp', 'react', 'react-pwa', 'react-quiz', 'reactjs', 'semantic-ui', 'semantic-ui-react', 'trivia-quiz', 'ui', 'web-app']",Quiz
83486859,skill-sample-nodejs-quiz-game+alexa-samples,alexa-samples,265,2017-02-28T22:44:50Z,2024-09-19T01:25:19Z,277,265,7,JavaScript,289,An Alexa Skill Sample showing how to build a quiz game skill.,[],Quiz
76891437,quiz-app+florinpop17,florinpop17,238,2016-12-19T19:35:24Z,2024-11-18T15:12:52Z,997,238,8,JavaScript,131,React quiz app,[],Quiz
90312643,vscode-recipes+microsoft,microsoft,5876,2017-05-04T21:49:33Z,2024-11-18T03:43:36Z,11176,5876,36,JavaScript,579,,[],Recipe
75105915,cypress-example-recipes+cypress-io,cypress-io,3435,2016-11-29T17:36:56Z,2024-11-19T22:10:54Z,50666,3435,17,JavaScript,1341,Various recipes for testing common scenarios with Cypress,"['automated-tests', 'cypress', 'cypress-example', 'e2e-tests', 'examples', 'recipes', 'testing', 'unit-testing']",Recipe
161633214,lwc-recipes+trailheadapps,trailheadapps,2599,2018-12-13T12:03:41Z,2024-11-20T04:15:04Z,6117,2599,4,JavaScript,3086,A collection of easy-to-digest code examples for Lightning Web Components on Salesforce Platform,"['apex', 'jest', 'lightning-web-components', 'salesforce']",Recipe
29643512,automated-chrome-profiling+paulirish,paulirish,863,2015-01-22T02:19:02Z,2024-10-03T05:11:46Z,570,863,9,JavaScript,72,Node.js recipes for automating javascript profiling in Chrome,[],Recipe
198348028,recipes-app-react-native+instamobile,instamobile,771,2019-07-23T03:53:48Z,2024-11-19T09:51:28Z,652,771,16,JavaScript,254,Recipes App in React Native,"['food', 'food-ordering', 'food-products', 'javascript', 'mobile', 'mobile-app', 'mobile-development', 'react', 'react-component', 'react-components', 'react-native', 'react-redux', 'recipe-app', 'recipes', 'recipes-app', 'typescript']",Recipe
7889906,recipes-with-angular-js-examples+fdietz,fdietz,652,2013-01-29T10:23:30Z,2024-11-17T16:16:56Z,1385,652,16,JavaScript,837,Recipes with Angular.js,[],Recipe
30964164,recipes+BrowserSync,BrowserSync,651,2015-02-18T12:12:08Z,2024-09-30T20:28:08Z,356,651,30,JavaScript,140,Fully working project examples showing how to use BrowserSync in various ways.,[],Recipe
209427089,base-components-recipes+salesforce,salesforce,510,2019-09-19T00:21:00Z,2024-11-15T02:13:49Z,2948,510,6,JavaScript,253,A collection of base component recipes for Lightning Web Components on Salesforce Platform,"['components', 'lightning', 'recipes', 'web-components']",Recipe
24151545,gulp-patterns+johnpapa,johnpapa,500,2014-09-17T15:52:39Z,2024-10-29T16:56:45Z,33146,500,23,JavaScript,146,Playground for Gulp Recipes,[],Recipe
42949529,serviceworker-cookbook+mdn,mdn,2833,2015-09-22T17:28:47Z,2024-11-17T12:46:39Z,6894,2833,52,JavaScript,340,It's online. It's offline. It's a Service Worker!,[],Cookbook
40056794,cl-cookbook+LispCookbook,LispCookbook,932,2015-08-01T18:51:44Z,2024-11-18T10:04:11Z,23842,932,62,JavaScript,138,The Common Lisp Cookbook,"['common-lisp', 'cookbooks', 'examples', 'lisp']",Cookbook
81263716,ramda-adjunct+char0n,char0n,682,2017-02-07T23:01:37Z,2024-11-19T23:25:18Z,63596,682,71,JavaScript,86,"Ramda Adjunct is the most popular and most comprehensive set of functional utilities for use with Ramda, providing a variety of useful, well tested functions with excellent documentation.","['addons', 'adjunct', 'cookbook', 'extensions', 'extras', 'functional-programming', 'hacktoberfest', 'ramda', 'recipes', 'toolkit', 'utilities', 'utils']",Cookbook
8688833,d3-cookbook+NickQiZhu,NickQiZhu,660,2013-03-10T17:39:44Z,2024-10-13T21:01:58Z,982,660,2,JavaScript,818,"Source code for ""Data Visualization with D3 Cookbook""",[],Cookbook
116527230,cookbook+ais-one,ais-one,459,2018-01-07T01:04:10Z,2024-09-16T10:27:14Z,7526,459,4,JavaScript,121,VueJS + NodeJS Evergreen Cookbook,"['2fa', 'crud', 'docker', 'express', 'gcp', 'hacktoberfest', 'jwt', 'knex', 'nestjs', 'nodejs', 'openapi', 'reactjs', 'rest', 'rxjs', 'sso', 'vite', 'vuejs', 'web-components', 'webauthn', 'websocket']",Cookbook
227892608,Resume-Builder+girishgr8,girishgr8,237,2019-12-13T17:42:13Z,2024-11-15T08:16:00Z,77516,237,11,JavaScript,103,"Creating a resume is a bit tedious task for any working professional from any industry. One has to keep it short, simple, and with the latest work experience. This Resume Builder project will help to build your resume-builder by auto-generating it on your own and helping working professionals with the same using ReactJS and NodeJS frameworks. ","['html-pdf', 'material-ui', 'multistep-react-form', 'react', 'react-resume-builder', 'reactjs', 'resume-builder']",Resume Builder
117904742,Resume-Builder+blopa,blopa,199,2018-01-17T23:21:27Z,2024-11-18T01:15:03Z,17796,199,14,JavaScript,44,Resume Builder is a free open-source project that allows anyone to easily maintain and build any kind of resume.,"['automation', 'gatsby', 'gatsbyjs', 'google-spreadsheet', 'javascript', 'jsonresume', 'material-ui', 'pdf', 'reactjs', 'resume', 'resumebuilder']",Resume Builder
88905870,resume-nation.github.io+resume-nation,resume-nation,153,2017-04-20T20:04:55Z,2024-08-31T10:40:25Z,2628,153,5,JavaScript,46,An open source progressive resume builder which works offline ,"['angular-material', 'javascript', 'offline-capable', 'resume', 'service-worker', 'webapp']",Resume Builder
105617125,react-resume+aamay001,aamay001,107,2017-10-03T05:22:19Z,2024-10-16T13:39:55Z,2083,107,1,JavaScript,52,Resume Builder in React,"['cypress', 'hacktoberfest', 'javascript', 'react', 'redux', 'semantic-ui-react']",Resume Builder
521617756,cv-builder+imhalid,imhalid,105,2022-08-05T11:47:23Z,2024-11-14T08:26:18Z,1787,105,1,JavaScript,14,Currently a cv generator where you can design only one page,"['cv', 'framer-motion', 'nextjs', 'pdf', 'portfolio', 'resume', 'tailwindcss']",Resume Builder
816076940,AI-Resume-Builder+rrs301,rrs301,102,2024-06-17T01:42:41Z,2024-11-18T17:08:52Z,123,102,4,JavaScript,71,,[],Resume Builder
374682354,cv-app+scozdev,scozdev,95,2021-06-07T13:48:02Z,2024-11-12T09:46:27Z,2726,95,0,JavaScript,33,"Cv Builder, Resume Builder","['cv', 'cv-template', 'frontend', 'next', 'nextjs', 'react', 'reactjs']",Resume Builder
102414823,Contract-Builder+blopa,blopa,89,2017-09-05T00:36:17Z,2024-11-19T14:27:45Z,6013,89,2,JavaScript,23,Easily build and maintain any kind of contract. Free and Open Source,"['agreements', 'construction', 'contract', 'contract-builder', 'documents', 'google-spreadsheet', 'jquery', 'lawsuit', 'legal', 'resume', 'vue']",Resume Builder
579401288,Resume-Builder+imhardikdesai,imhardikdesai,64,2022-12-17T15:19:11Z,2024-11-15T11:17:08Z,884,64,5,JavaScript,21,A resume builder website is a web-based tool that allows users to create and customize a professional resume to their desired specifications. These websites typically provide templates for creating a resume.,"['hacktoberfest', 'javacsript', 'project', 'react', 'react-project', 'reactjs', 'resume', 'resume-builder', 'resume-creator', 'resume-template', 'resume-website']",Resume Builder
281389068,Gitzilla+ChoukseyKhushbu,ChoukseyKhushbu,63,2020-07-21T12:15:45Z,2024-06-30T12:03:01Z,3710,63,21,JavaScript,10,A resume builder for your GitHub profile.,"['github-api', 'graphql', 'graphql-api', 'graphql-server', 'hacktoberfest', 'hacktoberfest2021', 'javascript', 'react', 'react-router', 'scss']",Resume Builder
43241345,lambda-refarch-webapp+aws-samples,aws-samples,1591,2015-09-27T09:39:29Z,2024-10-27T08:24:20Z,1876,1591,17,JavaScript,911,"The Web Application reference architecture is a general-purpose, event-driven, web application back-end that uses AWS Lambda, Amazon API Gateway for its business logic. It also uses Amazon DynamoDB as its database and Amazon Cognito for user management. All static content is hosted using AWS Amplify Console.","['amplify', 'aws', 'aws-lambda', 'dynamodb', 'lambda', 'serverless']",Event Management
62790563,vue-fullcalendar+Wanderxx,Wanderxx,1511,2016-07-07T08:44:58Z,2024-10-22T07:51:52Z,12082,1511,98,JavaScript,387,vue calendar fullCalendar. no jquery required. Schedule events management,[],Event Management
